entrez_id,symbol,name,CRISPR_depCL_frac,CRISPR_strong_depCL_count,RNAi_depCL_frac,RNAi_strong_depCL_count,CRISPR_min_gene_effect,CRISPR_min_gene_effect_zscore,RNAi_min_gene_effect,RNAi_min_gene_effect_zscore,CRISPR_Mean,CRISPR_Variance,CRISPR_Skewness,RNAi_Mean,RNAi_Variance,RNAi_Skewness,CRISPR_PanDependency,RNAi_PanDependency,CRISPR_bimodal_pval,RNAi_bimodal_pval,CRISPR_LRT,RNAi_LRT,CRISPR_Context,RNAi_Context,CRISPR_ensemble_pearson,CRISPR_top_model,CRISPR_good_models,CRISPR_moderate_models,RNAi_ensemble_pearson,RNAi_top_model,RNAi_good_models,RNAi_moderate_models,BiomarkerID_CRISPR_Genetic_Driver,BiomarkerID_CRISPR_Genetic_Driver_Feature,BiomarkerID_RNAi_Genetic_Driver,BiomarkerID_RNAi_Genetic_Driver_Feature,BiomarkerID_CRISPR_Expression_Addiction,BiomarkerID_CRISPR_Expression_Addiction_Tissue,BiomarkerID_RNAi_Expression_Addiction,BiomarkerID_RNAi_Expression_Addiction_Tissue,BiomarkerID_CRISPR_Synthetic_Lethal,BiomarkerID_CRISPR_Synthetic_Lethal_Oncogene,BiomarkerID_CRISPR_Synthetic_Lethal_TSG,BiomarkerID_RNAi_Synthetic_Lethal,BiomarkerID_RNAi_Synthetic_Lethal_Oncogene,BiomarkerID_RNAi_Synthetic_Lethal_TSG,BiomarkerID_CRISPR_Paralog_Mutation_Driven,BiomarkerID_CRISPR_Paralog_Expression_Driven,BiomarkerID_CRISPR_Paralog,BiomarkerID_RNAi_Paralog_Mutation_Driven,BiomarkerID_RNAi_Paralog_Expression_Driven,BiomarkerID_RNAi_Paralog,BiomarkerID_CYCLOPS,BiomarkerID_Cell_Line_Essential,canSAR_drug_target,canSAR_bioactive_compounds,canSAR_available_structure,canSAR_druggable_structure,canSAR_druggable_by_ligand_based_assessment,canSAR_enzyme,canSAR_cell_membrane,canSAR_cytoplasm,canSAR_extracellular,canSAR_nuclear_membrane,canSAR_nucleus,canSAR_organelle,canSAR_organelle_membrane,canSAR_ligand_druggability_score,canSAR_ligand_druggability_percentile,canSAR_network_druggability_overall,canSAR_network_druggability_cancer,canSAR_network_druggability_other,canSAR_network_druggability_cancer_associated,Broad_isMetabolic,Broad_isTF,Broad_isCellSurface,Broad_RepHub_Compound,Broad_inRepHub,Broad_Cancer Use Conditions,Broad_Integrity_DevPhase,Broad_established_target,Broad_targetID_blacklist,Broad_IUPHAR_druggable
1,A1BG,alpha-1-B glycoprotein,0.001813236627379873,0,0.005484460694698354,0,-0.6556682871664882,-6.232019426863804,-0.725977260345266,-3.5175268727690994,-0.020565758799049216,0.01038556400099549,-0.31596465770926707,-0.041000281326568806,0.037920766183498635,0.19652845215679968,FALSE,FALSE,0.9802198518151938,0.9919681627379658,87.8955167048775,26.5610674793783,brenner_tumor_disease_subtype_I; renal_leiomyoblastoma_disease_subtype_II; CML_disease_subtype_I; malignant_rhabdoid_tumor_disease_subtype_I; engineered_primary_tissue; engineered_blood_disease,bladder_transitional_cell_disease_subtype_II; Colon_primary_tissue; M5_disease_subtype_II; urinary_tract_disease; bladder_carcinoma_disease_subtype_I,0.08868246157836596,DNA_based: [VMO1_(284013)_CN],NA,NA,0.12871968141168483,Core_omics: [PSMB9_(5698)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-3,59,52.91,51.84,34.01,68.39,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
10350,ABCA9,ATP binding cassette subfamily A member 9,0,0,0,0,-0.3585886981480624,-4.758915798575802,-0.541329658531653,-4.486970052544445,0.03698314814173852,0.006909310455529512,0.17522252262015525,0.07817337065823055,0.019062529410242644,-0.003898021355137063,FALSE,FALSE,0.9201545531571123,0.9830201284535278,75.5861681753049,30.3717795102058,M7_disease_subtype_II; breast_adenocarcinoma_disease_subtype_I; ERpos_HER2pos_disease_subtype_II; abdomen_primary_tissue,M7_disease_subtype_II; ERpos_HER2pos_disease_subtype_II; ERneg_HER2pos_disease_subtype_II; AML_disease_subtype_I; breast_disease,0.04957480283825947,Related: [cell_line_NNMD_crispr_confounders],NA,NA,0.11570772318975332,Core_omics: [EIF4EBP1_(1978)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,94,0,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,TRUE
215,ABCD1,ATP binding cassette subfamily D member 1,0.02917046490428441,6,NA,NA,-1.1054417587196728,-6.879039398300902,NA,NA,-0.10381109172858262,0.021201160421906475,-1.6321652664522248,NA,NA,NA,FALSE,NA,0.9921249936761026,NA,280.710329342633,21.7732063976921,pancreas_disease; pancreas_primary_tissue; NSCLC_adenocarcinoma_disease_subtype_II; exocrine_disease_subtype_I; exocrine_adenocarcinoma_disease_subtype_II,NA,0.22745211296638188,Core_omics: [IQCH_(64799)_MutDam],NA,NA,0.09296713551475143,Related: [SLC39A4_(55630)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-1.1,67,99.03,68.86,99.34,34.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3730,ANOS1,anosmin 1,0,0,0,0,-0.2483903277291307,-3.6002517971697494,-0.520132910320178,-3.9093971244175294,0.03303607910025148,0.006110319786469629,0.4267295160579781,0.04160526698738,0.02064658855025007,0.061425786312092244,FALSE,FALSE,0.9904387846839776,0.9938039255332285,89.719567356115,7.4872131588221,ovary_disease; ovary_adenocarcinoma_disease_subtype_I,Leukemia_histology_I; blood_disease,0.0565672237228889,Core_omics: [AP2S1_(1175)_RNAseq],NA,NA,0.20893644192778993,Core_omics: [FAXC_(84553)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,82,79.76,95.62,70.65,65.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",0.0815956482320943,57,0.06179775280898876,25,-1.4124282673225317,-4.82567720244166,-3.4840800346773,-10.711301576142045,-0.12678029382244357,0.07097862852151289,-2.664302225368557,-0.06409687574896349,0.10194441566351328,-3.9046765756544524,FALSE,FALSE,0.9515603274997444,0.9842722525476528,1039.32770010538,764.312086784294,melanoma_disease_subtype_I; Melanoma_histology_II; skin_disease; skin_primary_tissue; amelanotic_disease_subtype_II,melanoma_disease_subtype_I; skin_disease; Melanoma_histology_II; skin_primary_tissue; thyroid_carcinoma_disease_subtype_I,0.7766706804027815,Related: [BRAF_(673)_MutHot],Core_omics: [BRAF_(673)_MutHot] | DNA_based: [BRAF_(673)_MutHot],NA,0.734788942283094,DNA_based: [BRAF_(673)_MutHot],Core_omics: [BRAF_(673)_MutHot] | Related: [BRAF_(673)_MutHot],NA,TRUE,Gain-of-function,TRUE,Gain-of-function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.3,93,98.5,99.3,93.87,97.14,FALSE,FALSE,FALSE,AZ-628|CEP-32496|dabrafenib|GDC-0879|LGX818|LY3009120|PLX-4720|PLX8394|RAF265|regorafenib|Ro-5126766|SB-590885|sorafenib|TAK-632|vemurafenib|ZM-336372,TRUE,34,Discontinued,TRUE,TRUE,TRUE
148304,C1orf74,chromosome 1 open reading frame 74,0.019945602901178604,1,0,0,-0.8655738734635665,-6.134915123419102,-0.649817509938262,-4.533975995628173,-0.14480223879679957,0.013803151565592028,-0.3997572264420005,0.07504551004027132,0.025559564820647338,-0.2406262604754831,FALSE,FALSE,0.9966898147187504,0.8278364298778521,58.7464749815049,9.18290769380326,T-cell_histology_II; Neuroblastoma_histology_I; neuroblastoma_disease_subtype_I; Rhabdomyosarcoma_histology_II; peripheral_nervous_system_disease,ERneg_HER2pos_disease_subtype_II; breast_disease; breast_carcinoma_disease_subtype_I; Carcinoma_histology_II; Oligodendroglioma_histology_II; oligodendroglioma_disease_subtype_II,0.292826283342156,Core_omics: [IGLL1_(3543)_RNAseq],NA,NA,0.22383237122226743,Core_omics: [DGAT1_(8694)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.9,59,0,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
768,CA9,carbonic anhydrase 9,0.0027198549410698096,0,0,0,-0.45425715739662603,-3.747780321670225,-0.46182092152609,-2.859888105729128,-0.08098678275463687,0.009919705804896416,0.00848205187712052,-0.04902180914203627,0.020834324615622356,0.04384856082901287,FALSE,FALSE,0.9962091448122236,0.9927772229338544,58.8833990143389,16.5247054384772,sinonasal_primary_tissue; endocervical_disease_subtype_II; salivary_gland_primary_tissue; cervical_adenocarcinoma_disease_subtype_I,cervical_squamous_disease_subtype_I; upper_aerodigestive_tract_primary_tissue,0.15995928326747494,Core_omics: [MXD1_(4084)_RNAseq],NA,NA,0.22041732676547662,Related: [SSMD_rnai_confounders],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1.7,96,90.49,81.4,93.06,65.73,TRUE,FALSE,FALSE,benzthiazide|carzenide|coumarin|curcumin|ellagic-acid|ethoxzolamide|ferulic-acid|gallic-acid|hydrochlorothiazide|hydroflumethiazide|indisulam|mafenide|para-toluenesulfonamide|phenol|saccharin|spermine|U-104|zonisamide|2-aminobenzenesulfonamide,TRUE,14,Discontinued,FALSE,FALSE,FALSE
751071,CSKMT,citrate synthase lysine methyltransferase,0.038984587488667274,0,NA,NA,-0.7950620722504713,-5.376030041539424,NA,NA,-0.18702474785144876,0.012791960353816662,-0.6174720567395637,NA,NA,NA,FALSE,NA,0.9906790487511866,NA,79.3076679303128,NA,clear_cell_disease_subtype_II; hypopharyngeal_disease_subtype_II,NA,0.25519617335927025,Related: [CSKMT_(751071)_CN; cell_line_NNMD_crispr_confounders; cas9_activity_crispr_confounders; CSKMT_(751071)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-3,59,0,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
51603,EEF1AKNMT,eEF1A lysine and N-terminal methyltransferase,0.0027198549410698096,1,0.0033500837520938024,0,-0.7944600900538109,-7.323490023425464,-0.875704047984431,-4.953241133075238,-0.04325546535231785,0.010521564390672592,-0.6684165034818377,-0.11753331526057613,0.023429072139808754,-0.4310602979570347,FALSE,FALSE,0.9941219496799304,0.9806263418492887,147.023407460951,43.4404932975661,WDLPS_histology_II; WDLPS_disease_subtype_II; Liposarcoma_histology_I; liposarcoma_disease_subtype_I; embryo_carcinoma_disease_subtype_I,engineered_breast_disease; biliary_tract_primary_tissue; bile_duct_disease; cholangiocarcinoma_disease_subtype_I; intrahepatic_disease_subtype_II,0.29742389120364443,Core_omics: [TADA1_(117143)_RNAseq],NA,NA,0.1485223520309599,DNA_based: [RAB21_(23011)_CN],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-3,59,12.89,11.64,14.8,21.2,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
8263,F8A1,coagulation factor VIII associated 1,NA,NA,0,0,NA,NA,-0.734438858386688,-4.449966260815689,NA,NA,NA,0.16481114190732213,0.04083640072138678,-0.18839977660741397,NA,FALSE,NA,0.5706078143719748,NA,8.01306674259172,NA,breast_primary_tissue,NA,NA,NA,NA,0.23389408597021677,Core_omics: [KCNMA1_(3778)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,61.36,13.56,48.87,21.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6928,HNF1B,HNF1 homeobox B,0.11604714415231188,64,0.05352112676056338,12,-1.500360600883696,-4.701053762518968,-3.12022635380757,-11.449103749901694,-0.21943337525991194,0.07424350682074796,-2.3020681653434045,-0.0327635195458059,0.07272110929871295,-3.731189135443447,FALSE,FALSE,0.9975333579402103,0.9950296178979867,932.602808778786,584.286140673842,kidney_disease; renal_cell_carcinoma_disease_subtype_I; kidney_primary_tissue; clear_cell_disease_subtype_II; biliary_tract_primary_tissue,renal_cell_carcinoma_disease_subtype_I; kidney_disease; kidney_primary_tissue; clear_cell_disease_subtype_II; biliary_tract_primary_tissue; bile_duct_disease; cholangiocarcinoma_disease_subtype_I; intrahepatic_disease_subtype_II,0.7794686176724251,Related: [HNF1B_(6928)_RNAseq],Core_omics: [HNF1B_(6928)_RNAseq],DNA_based: [kidney_Lin; renal_cell_carcinoma_Lin],0.6500352508694796,Core_omics: [HNF1B_(6928)_RNAseq],Related: [HNF1B_(6928)_RNAseq],DNA_based: [renal_cell_carcinoma_Lin],TRUE,Copy Number,TRUE,Copy Number,TRUE,Essential Tissue,TRUE,Essential Tissue,TRUE,NA,VHL (Lineage),TRUE,NA,VHL (Lineage),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,51.04,60.47,21.59,83.24,FALSE,TRUE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
80853,KDM7A,lysine demethylase 7A,0,0,0,0,-0.3778317603610085,-4.218137558962399,-0.481274734800258,-3.859146194796915,0.007506734271198828,0.0083453261775315,-0.14234143130684576,-0.007802102881618403,0.015052453662334086,-0.5946566768296949,FALSE,FALSE,0.9276157010158943,0.9274824300515752,63.0345899664612,38.4266628680341,plasmacytoma_disease_subtype_II; Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I; Melanoma_histology_II,autonomic_ganglia_primary_tissue; papillary_disease_subtype_II; Neuroblastoma_histology_I; peripheral_nervous_system_disease; neuroblastoma_disease_subtype_I,0.2914085197757792,Core_omics: [REPIN1_(29803)_RNAseq],NA,NA,0.3044061835871674,Core_omics: [GUCY1A1_(2982)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,0,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,0,Biological Testing,FALSE,FALSE,TRUE
9448,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,0.0027198549410698096,0,0.0014124293785310734,0,-0.6123147888729467,-3.439582495927174,-0.754928842330627,-3.7132066543149063,-0.012696743021992167,0.030390505860715827,0.765771235521887,0.029255931694887233,0.04460038125319514,0.18017545599052806,FALSE,FALSE,0.9982201538943233,0.9964024118106544,102.297716196678,16.0922940162817,endometrial_adenocarcinoma_disease_subtype_I; breast_disease; uterus_disease; ERneg_HER2pos_disease_subtype_II; endometrium_primary_tissue,haematopoietic_and_lymphoid_tissue_primary_tissue; Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I; ATL_histology_II; ATL_disease_subtype_I,0.3919136424814876,Core_omics: [DCBLD2_(131566)_RNAseq],NA,NA,0.3294111936082196,Core_omics: [DCBLD2_(131566)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.3,76,63.99,81.47,56.69,84.97,FALSE,FALSE,FALSE,NA,FALSE,1,Preclinical,FALSE,FALSE,TRUE
4199,ME1,malic enzyme 1,0.007252946509519492,0,0.003656307129798903,0,-0.5833215796234223,-4.364526428872084,-0.774134444104892,-3.7150442886643646,-0.15225873372625912,0.009754543018196926,-0.4429779300256448,0.005331403619515239,0.04402163733379772,0.1091330143216032,FALSE,FALSE,0.9946050520287827,0.9588041145572751,65.6377747406259,19.3004632417318,mixed_germ_cell_disease_subtype_I; Neuroblastoma_histology_I; neuroblastoma_disease_subtype_I,Osteosarcoma_histology_II; osteosarcoma_disease_subtype_I; breast_adenocarcinoma_disease_subtype_I; Carcinoma_histology_II; breast_carcinoma_disease_subtype_I,0.2714789477716891,Related: [cell_line_NNMD_crispr_confounders],NA,NA,0.24297956572455573,Core_omics: [EDA2R_(60401)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,-1.25,66,34.76,3.39,63.97,6.08,TRUE,FALSE,FALSE,coenzyme-i,TRUE,0,NA,FALSE,FALSE,FALSE
4200,ME2,malic enzyme 2,0.008159564823209429,1,0,0,-0.8384496746196783,-6.05854145976184,-0.771735352143004,-4.307043127568798,0.0025917672616685102,0.019270750275096584,-0.29172552520426476,-0.013200570134972082,0.03101648354194196,-0.365629327937111,FALSE,FALSE,1,0.7106564117423314,116.346138327961,15.8845247760725,non_hodgkin_lymphoma_disease_subtype_I; Lymphoma_histology_I; lymphocyte_disease; b_cell_disease_subtype_II; haematopoietic_and_lymphoid_tissue_primary_tissue,engineered_prostate_disease; renal_leiomyoblastoma_disease_subtype_II; prostate_primary_tissue; breast_disease; breast_carcinoma_disease_subtype_I,0.25675862582146664,Core_omics: [PAX5_(5079)_RNAseq],NA,NA,0.01782706389948305,DNA_based: [RNU1_4_(6060)_CN],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-3,59,55.5,55.65,59,20.94,TRUE,FALSE,FALSE,coenzyme-i|malic-acid,TRUE,0,NA,FALSE,FALSE,FALSE
10873,ME3,malic enzyme 3,9.066183136899365e-4,0,0,0,-0.6029477525985261,-5.777767375184064,-0.541434270666411,-3.4004716866000897,0.010463220636006238,0.011271532743240031,-0.6640667077439903,0.034204907474808255,0.028656448301835516,-0.32229838411846906,FALSE,FALSE,0.9960490105462191,0.9587015641349708,106.990318333875,7.34728570385369,uvea_primary_tissue; uveal_melanoma_disease_subtype_I; eye_disease; Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I,Astrocytoma_histology_II; astrocytoma_disease_subtype_II; Melanoma_histology_II; Fibrosarcoma_histology_II; fibrosarcoma_disease_subtype_I,0.08641401567250948,Related: [ME3_(10873)_CN],NA,NA,0.3034805077866891,Core_omics: [EDA2R_(60401)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1.25,66,0,0,0,0,TRUE,FALSE,FALSE,coenzyme-i,TRUE,0,NA,FALSE,FALSE,FALSE
