gene,model,pearson,best,feature0,feature0_importance,feature1,feature1_importance,feature2,feature2_importance,feature3,feature3_importance,feature4,feature4_importance,feature5,feature5_importance,feature6,feature6_importance,feature7,feature7_importance,feature8,feature8_importance,feature9,feature9_importance
HNF1B (6928),Core_omics,0.7088146879170781,True,lung_Lin,0.3753544971264659,TRIL_7_28998029_28999029_RRBS,0.07349013666330642,SOX10_(6663)_RNAseq,0.028807714983589743,MAP4K4_(9448)_MutDrv,0.022441692135315227,PSG7_(5676)_RNAseq,0.014852936783452262,MED1_(5469)_MutDrv,0.012936108192912346,UNC93B1_11_67771595_67772595_RRBS,0.01250178217209076,SWI5_9_131037424_131038424_RRBS,0.011971609074368915,HNF1B_(6928)_RNAseq,0.011386227675766962,AMY1A_(276)_RNAseq,0.011259242223718302
HNF1B (6928),Genomics,0.5003401326230474,False,osteosarcoma_Lin,0.3800740114295,TRIL_(9865)_RNAseq,0.06204604335930716,colorectal_Lin,0.03839868652188933,SSMD_rnai-confounders,0.03410585202183727,2_aminoadipate_metabolomics,0.02959052100295668,F8A1_(8263)_RNAseq,0.018805255514539185,NRAS_(4893)_MutHot,0.013598268721201408,MED1_17_37607527_37608527_RRBS,0.01151767235193412,AMY1A_(276)_MutDrv,0.011266283527678386,SOX10_22_38380539_38381539_RRBS,0.009274897816797656
HNF1B (6928),Histology,0.5043262457978348,False,NRAS_(N_Ras)_RPPA,0.5068854253276662,urinary_tract_Lin,0.2358905525538405,bone_Lin,0.08706956972394593,AML_Lin,0.06815219351530262,MAP4K4_2_102313164_102314164_RRBS,0.026870973015443216,HNF1B_17_36105069_36106069_RRBS,0.010287395805197216,SWI5_(375757)_RNAseq,0.008686403764059731,KDM7A_7_139876741_139877741_RRBS,0.007307172163635496,KDM7A_(80853)_RNAseq,0.006308187429541091,skin_Lin,0.005595848122217578
HNF1B (6928),Related,0.6850422049153699,False,ANOS1_(3730)_RNAseq,0.6691779582773599,NRAS_(4893)_MutDrv,0.058857225970833926,MIR3613_13_50570637_50571637_RRBS,0.05043387828155908,MED1_(5469)_RNAseq,0.04338802486712218,TNS2_(23371)_RNAseq,0.03447045153188452,MAP4K4_2_102313537_102314537_RRBS,0.026393940023249855,AMY1A_(276)_MutDam,0.01925206272318141,MAP4K4_(9448)_RNAseq,0.017653824379299618,NRAS_(4893)_RNAseq,0.013829562773460476,melanoma_Lin,0.012741911995648796
HNF1B (6928),Self,0.6847839350929572,False,lung_Lin,0.8015707585162751,TRIL_7_28998029_28999029_RRBS,0.06742864642005737,SOX10_(6663)_RNAseq,0.06194631505816477,MAP4K4_(9448)_MutDrv,0.025453166114417718,PSG7_(5676)_RNAseq,0.01907788932942373,MED1_(5469)_MutDrv,0.007204938147218402,UNC93B1_11_67771595_67772595_RRBS,0.004587783568969579,SWI5_9_131037424_131038424_RRBS,0.004215075745195553,HNF1B_(6928)_RNAseq,0.0019358684965448511,AMY1A_(276)_RNAseq,0.0018258303684064786
MED1 (5469),Core_omics,0.4226076692127701,True,osteosarcoma_Lin,0.026029398614305744,TRIL_(9865)_RNAseq,0.024590388801830832,colorectal_Lin,0.01518482414985668,SSMD_rnai-confounders,0.014812714881704485,2_aminoadipate_metabolomics,0.013892054152349205,F8A1_(8263)_RNAseq,0.013161730712693779,NRAS_(4893)_MutHot,0.01251205591160115,MED1_17_37607527_37608527_RRBS,0.00994812852586064,AMY1A_(276)_MutDrv,0.008479008592733416,SOX10_22_38380539_38381539_RRBS,0.008040713754554148
MED1 (5469),Genomics,0.2988186498194477,False,NRAS_(N_Ras)_RPPA,0.03524701760429734,urinary_tract_Lin,0.028365195324518293,bone_Lin,0.015480839651205931,AML_Lin,0.015372162424320697,MAP4K4_2_102313164_102314164_RRBS,0.014439075707313368,HNF1B_17_36105069_36106069_RRBS,0.011933670105175574,SWI5_(375757)_RNAseq,0.010114394364069442,KDM7A_7_139876741_139877741_RRBS,0.009535354452691795,KDM7A_(80853)_RNAseq,0.009465197158731248,skin_Lin,0.00936363510852832
MED1 (5469),Histology,0.34556512159039865,False,ANOS1_(3730)_RNAseq,0.3952443676425473,NRAS_(4893)_MutDrv,0.10052839484543244,MIR3613_13_50570637_50571637_RRBS,0.07681015971809631,MED1_(5469)_RNAseq,0.07623207236170243,TNS2_(23371)_RNAseq,0.050060403141740914,MAP4K4_2_102313537_102314537_RRBS,0.046750333774260217,AMY1A_(276)_MutDam,0.02442207037671804,MAP4K4_(9448)_RNAseq,0.018458003503910102,NRAS_(4893)_RNAseq,0.017176573168678398,melanoma_Lin,0.015578060129521818
MED1 (5469),Related,0.4011042655312925,False,lung_Lin,0.04223246783885215,TRIL_7_28998029_28999029_RRBS,0.037717626377835975,SOX10_(6663)_RNAseq,0.03303102440689065,MAP4K4_(9448)_MutDrv,0.029953433519270926,PSG7_(5676)_RNAseq,0.02853937491510295,MED1_(5469)_MutDrv,0.027261874616935862,UNC93B1_11_67771595_67772595_RRBS,0.021652938418729912,SWI5_9_131037424_131038424_RRBS,0.017827531426643933,HNF1B_(6928)_RNAseq,0.01658895937860104,AMY1A_(276)_RNAseq,0.015874513408624613
MED1 (5469),Self,0.3786579695205641,False,osteosarcoma_Lin,0.3188779162647281,TRIL_(9865)_RNAseq,0.26431725888159546,colorectal_Lin,0.08478344177268199,SSMD_rnai-confounders,0.05053142360483267,2_aminoadipate_metabolomics,0.046222269019155465,F8A1_(8263)_RNAseq,0.04008900425982415,NRAS_(4893)_MutHot,0.026720774625031044,MED1_17_37607527_37608527_RRBS,0.026449286091787903,AMY1A_(276)_MutDrv,0.01271769207544182,SOX10_22_38380539_38381539_RRBS,0.010799245905547613
